enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
14320,2013-10-27,0,0,0,0,0,0,0
14320,2013-10-28,9,1,6,3,0,5,1
14320,2013-10-29,0,0,0,0,0,0,0
14320,2013-10-30,0,0,0,0,0,0,0
14320,2013-10-31,0,0,0,0,0,0,0
14320,2013-11-01,0,0,0,0,0,0,0
14320,2013-11-02,0,0,0,0,0,0,0
14320,2013-11-03,0,0,0,0,0,0,0
14320,2013-11-04,0,0,0,0,0,0,0
14320,2013-11-05,0,0,0,0,0,0,0
14320,2013-11-06,0,0,0,0,0,0,0
14320,2013-11-07,0,0,0,0,0,0,0
14320,2013-11-08,0,0,0,0,0,0,0
14320,2013-11-09,0,0,0,0,0,0,0
14320,2013-11-10,0,0,0,0,0,0,0
14320,2013-11-11,0,0,0,0,0,0,0
14320,2013-11-12,0,0,0,0,0,0,0
14320,2013-11-13,0,0,0,0,0,0,0
14320,2013-11-14,0,0,0,0,0,0,0
14320,2013-11-15,0,0,0,0,0,0,0
14320,2013-11-16,0,0,0,0,0,0,0
14320,2013-11-17,0,0,0,0,0,0,0
14320,2013-11-18,0,0,0,0,0,0,0
14320,2013-11-19,0,0,0,0,0,0,0
14320,2013-11-20,0,0,0,0,0,0,0
14320,2013-11-21,0,0,0,0,0,0,0
14320,2013-11-22,0,0,0,0,0,0,0
14320,2013-11-23,0,0,0,0,0,0,0
14320,2013-11-24,0,0,0,0,0,0,0
14320,2013-11-25,0,0,0,0,0,0,0
14321,2013-10-27,0,0,0,0,0,0,0
14321,2013-10-28,4,0,2,1,0,0,0
14321,2013-10-29,0,0,1,0,0,0,0
14321,2013-10-30,0,0,0,0,0,0,0
14321,2013-10-31,0,0,0,0,0,0,0
14321,2013-11-01,0,0,0,0,0,0,0
14321,2013-11-02,0,0,0,0,0,0,0
14321,2013-11-03,0,0,0,0,0,0,0
14321,2013-11-04,0,0,0,0,0,0,0
14321,2013-11-05,0,0,0,0,0,0,0
14321,2013-11-06,0,0,0,0,0,0,0
14321,2013-11-07,0,0,0,0,0,0,0
14321,2013-11-08,0,0,0,0,0,0,0
14321,2013-11-09,0,0,0,0,0,0,0
14321,2013-11-10,0,0,0,0,0,0,0
14321,2013-11-11,0,0,0,0,0,0,0
14321,2013-11-12,0,0,0,0,0,0,0
14321,2013-11-13,0,0,0,0,0,0,0
14321,2013-11-14,0,0,0,0,0,0,0
14321,2013-11-15,0,0,0,0,0,0,0
14321,2013-11-16,0,0,0,0,0,0,0
14321,2013-11-17,0,0,0,0,0,0,0
14321,2013-11-18,0,0,0,0,0,0,0
14321,2013-11-19,0,0,0,0,0,0,0
14321,2013-11-20,0,0,0,0,0,0,0
14321,2013-11-21,0,0,0,0,0,0,0
14321,2013-11-22,0,0,0,0,0,0,0
14321,2013-11-23,0,0,0,0,0,0,0
14321,2013-11-24,0,0,0,0,0,0,0
14321,2013-11-25,0,0,0,0,0,0,0
14322,2013-10-27,0,5,5,0,0,0,1
14322,2013-10-28,30,41,11,8,0,9,1
14322,2013-10-29,9,71,4,6,0,2,2
14322,2013-10-30,1,41,6,1,0,0,0
14322,2013-10-31,2,19,2,2,0,0,0
14322,2013-11-01,2,24,8,2,0,0,40
14322,2013-11-02,23,9,7,7,16,5,0
14322,2013-11-03,16,24,9,7,6,4,0
14322,2013-11-04,26,71,8,12,4,3,0
14322,2013-11-05,2,23,2,2,0,0,0
14322,2013-11-06,7,29,4,6,4,1,0
14322,2013-11-07,8,24,5,3,0,0,1
14322,2013-11-08,4,18,1,3,0,1,0
14322,2013-11-09,11,30,5,7,4,3,41
14322,2013-11-10,13,22,8,6,2,1,0
14322,2013-11-11,8,18,3,5,6,0,0
14322,2013-11-12,9,37,3,6,0,2,0
14322,2013-11-13,1,14,1,1,0,0,0
14322,2013-11-14,3,24,2,3,2,0,0
14322,2013-11-15,0,0,0,0,0,0,0
14322,2013-11-16,0,0,0,0,0,0,0
14322,2013-11-17,9,75,7,7,6,0,84
14322,2013-11-18,3,13,2,3,2,0,0
14322,2013-11-19,0,6,2,0,0,0,0
14322,2013-11-20,2,5,1,1,0,1,0
14322,2013-11-21,5,23,2,3,2,2,0
14322,2013-11-22,0,0,0,0,0,0,0
14322,2013-11-23,0,20,5,0,0,0,73
14322,2013-11-24,9,16,4,7,2,1,0
14322,2013-11-25,2,13,3,1,0,1,0
14324,2013-10-27,0,0,0,0,0,0,0
14324,2013-10-28,3,0,3,1,0,1,0
14324,2013-10-29,0,0,0,0,0,0,0
