enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
4176,2014-05-29,0,0,0,0,0,0,0
4176,2014-05-30,0,0,0,0,0,0,0
4176,2014-05-31,0,0,0,0,0,0,0
4176,2014-06-01,0,0,0,0,0,0,0
4176,2014-06-02,20,0,3,0,4,0,0
4176,2014-06-03,17,5,7,4,45,5,1
4176,2014-06-04,0,0,0,0,0,0,0
4176,2014-06-05,16,0,1,0,20,2,0
4176,2014-06-06,0,0,0,0,0,0,0
4176,2014-06-07,0,0,0,0,0,0,0
4176,2014-06-08,7,0,2,0,8,0,0
4176,2014-06-09,14,0,0,0,20,3,0
4176,2014-06-10,15,0,2,0,30,4,0
4176,2014-06-11,18,0,3,0,22,2,0
4176,2014-06-12,8,0,1,1,20,2,0
4176,2014-06-13,9,0,1,1,8,1,0
4176,2014-06-14,4,0,2,0,0,0,0
4176,2014-06-15,16,0,7,0,70,0,0
4176,2014-06-16,13,0,1,1,30,5,0
4176,2014-06-17,0,0,0,0,0,0,0
4176,2014-06-18,34,3,5,0,56,9,0
4176,2014-06-19,0,0,0,0,0,0,0
4176,2014-06-20,20,0,5,3,30,6,0
4176,2014-06-21,7,0,0,0,18,0,0
4176,2014-06-22,6,0,2,0,78,0,0
4176,2014-06-23,31,0,5,2,35,18,0
4176,2014-06-24,6,0,1,1,27,1,0
4176,2014-06-25,0,0,0,0,0,0,0
4176,2014-06-26,0,0,0,0,0,0,0
4176,2014-06-27,0,0,0,0,0,0,0
4213,2014-05-29,0,0,0,0,0,0,0
4213,2014-05-30,0,0,0,0,0,0,0
4213,2014-05-31,0,0,0,0,0,0,0
4213,2014-06-01,0,0,0,0,0,0,0
4213,2014-06-02,14,5,10,0,30,1,4
4213,2014-06-03,18,6,3,0,28,3,0
4213,2014-06-04,0,0,0,0,0,0,0
4213,2014-06-05,0,0,0,0,0,0,0
4213,2014-06-06,0,0,0,0,0,0,0
4213,2014-06-07,0,0,0,0,0,0,0
4213,2014-06-08,15,4,0,1,21,1,0
4213,2014-06-09,12,0,2,0,18,1,0
4213,2014-06-10,12,0,1,1,8,2,0
4213,2014-06-11,11,0,0,0,21,3,0
4213,2014-06-12,12,0,1,0,8,3,0
4213,2014-06-13,11,0,0,1,24,5,0
4213,2014-06-14,10,0,0,2,10,3,0
4213,2014-06-15,72,11,1,0,133,12,0
4213,2014-06-16,0,0,0,0,0,0,0
4213,2014-06-17,0,0,0,0,0,0,0
4213,2014-06-18,14,3,2,0,22,1,1
4213,2014-06-19,0,0,0,0,0,0,0
4213,2014-06-20,0,0,0,0,0,0,0
4213,2014-06-21,0,0,0,0,0,0,0
4213,2014-06-22,23,0,1,1,54,8,0
4213,2014-06-23,77,9,6,1,90,13,0
4213,2014-06-24,0,0,0,0,0,0,0
4213,2014-06-25,0,0,0,0,0,0,0
4213,2014-06-26,5,0,1,1,0,0,0
4213,2014-06-27,32,0,1,1,34,7,0
4334,2014-05-29,0,0,0,0,0,0,0
4334,2014-05-30,0,0,0,0,0,0,0
4334,2014-05-31,0,0,0,0,0,0,0
4334,2014-06-01,0,0,0,0,0,0,0
4334,2014-06-02,0,0,0,0,0,0,0
4334,2014-06-03,0,0,0,0,0,0,0
4334,2014-06-04,0,0,0,0,0,0,0
4334,2014-06-05,0,0,0,0,0,0,0
4334,2014-06-06,0,0,0,0,0,0,0
4334,2014-06-07,0,0,0,0,0,0,0
4334,2014-06-08,0,0,0,0,0,0,0
4334,2014-06-09,5,0,2,2,0,2,0
4334,2014-06-10,4,0,3,2,0,2,0
4334,2014-06-11,0,0,0,0,0,0,0
4334,2014-06-12,0,0,0,0,0,0,0
4334,2014-06-13,0,0,0,0,0,0,0
4334,2014-06-14,0,0,0,0,0,0,0
4334,2014-06-15,0,0,0,0,0,0,0
4334,2014-06-16,0,0,0,0,0,0,0
4334,2014-06-17,0,0,0,0,0,0,0
4334,2014-06-18,0,0,0,0,0,0,0
4334,2014-06-19,0,0,0,0,0,0,0
4334,2014-06-20,0,0,0,0,0,0,0
4334,2014-06-21,0,0,0,0,0,0,0
4334,2014-06-22,0,0,0,0,0,0,0
4334,2014-06-23,0,0,0,0,0,0,0
4334,2014-06-24,0,0,0,0,0,0,0
4334,2014-06-25,0,0,0,0,0,0,0
4334,2014-06-26,0,0,0,0,0,0,0
4334,2014-06-27,0,0,0,0,0,0,0
4355,2014-05-29,75,18,31,8,22,14,0
4355,2014-05-30,0,0,0,0,0,0,0
4355,2014-05-31,0,1,2,0,0,0,0
4355,2014-06-01,0,0,4,0,0,0,0
4355,2014-06-02,69,2,10,2,22,13,0
4355,2014-06-03,15,1,7,1,0,1,0
4355,2014-06-04,36,26,25,2,0,9,0
4355,2014-06-05,2,11,6,0,0,0,0
4355,2014-06-06,12,0,6,1,0,2,0
4355,2014-06-07,102,0,19,4,91,19,0
4355,2014-06-08,4,0,1,0,0,0,0
4355,2014-06-09,43,0,6,2,10,13,0
4355,2014-06-10,14,0,2,2,26,6,0
4355,2014-06-11,0,0,0,0,0,0,0
4355,2014-06-12,9,0,2,2,20,4,0
4355,2014-06-13,5,0,4,0,0,0,0
4355,2014-06-14,11,0,2,1,0,1,0
4355,2014-06-15,24,0,7,2,74,2,0
4355,2014-06-16,20,0,4,2,0,8,0
4355,2014-06-17,0,0,1,0,0,0,0
4355,2014-06-18,0,0,0,0,0,0,0
4355,2014-06-19,0,0,0,0,0,0,0
4355,2014-06-20,0,0,0,0,0,0,0
4355,2014-06-21,0,0,0,0,0,0,0
4355,2014-06-22,0,0,0,0,0,0,0
4355,2014-06-23,0,0,0,0,0,0,0
4355,2014-06-24,0,0,0,0,0,0,0
4355,2014-06-25,0,0,0,0,0,0,0
4355,2014-06-26,0,0,0,0,0,0,0
4355,2014-06-27,0,0,0,0,0,0,0
4391,2014-05-29,0,0,0,0,0,0,0
4391,2014-05-30,0,0,0,0,0,0,0
4391,2014-05-31,0,0,0,0,0,0,0
4391,2014-06-01,0,0,0,0,0,0,0
4391,2014-06-02,0,0,0,0,0,0,0
4391,2014-06-03,0,0,0,0,0,0,0
4391,2014-06-04,0,0,0,0,0,0,0
4391,2014-06-05,0,0,0,0,0,0,0
4391,2014-06-06,0,0,0,0,0,0,0
4391,2014-06-07,0,0,0,0,0,0,0
4391,2014-06-08,0,0,0,0,0,0,0
4391,2014-06-09,6,2,5,0,0,0,1
4391,2014-06-10,7,0,2,1,0,1,0
4391,2014-06-11,0,0,0,0,0,0,0
4391,2014-06-12,0,0,0,0,0,0,0
4391,2014-06-13,0,0,0,0,0,0,0
4391,2014-06-14,0,0,0,0,0,0,0
4391,2014-06-15,129,21,17,3,204,9,0
4391,2014-06-16,0,0,0,0,0,0,0
4391,2014-06-17,0,0,0,0,0,0,0
4391,2014-06-18,24,0,2,1,58,9,0
4391,2014-06-19,14,0,4,1,30,4,0
4391,2014-06-20,0,0,0,0,0,0,0
4391,2014-06-21,0,0,0,0,0,0,0
4391,2014-06-22,21,6,5,0,116,0,0
4391,2014-06-23,0,0,0,0,0,0,0
4391,2014-06-24,3,0,2,0,0,0,0
4391,2014-06-25,0,0,0,0,0,0,0
4391,2014-06-26,0,0,0,0,0,0,0
4391,2014-06-27,0,0,0,0,0,0,0
4392,2014-05-29,0,0,0,0,0,0,0
4392,2014-05-30,0,0,0,0,0,0,0
4392,2014-05-31,0,0,0,0,0,0,0
4392,2014-06-01,0,0,0,0,0,0,0
4392,2014-06-02,6,0,4,1,0,1,0
4392,2014-06-03,13,4,3,1,0,0,0
4392,2014-06-04,0,0,0,0,0,0,0
4392,2014-06-05,0,0,0,0,0,0,0
4392,2014-06-06,0,0,0,0,0,0,0
4392,2014-06-07,0,0,0,0,0,0,0
4392,2014-06-08,0,0,0,0,0,0,0
4392,2014-06-09,16,0,2,0,0,0,0
4392,2014-06-10,0,0,0,0,0,0,0
4392,2014-06-11,0,0,0,0,0,0,0
4392,2014-06-12,2,0,2,0,0,0,0
4392,2014-06-13,2,0,1,0,0,0,0
4392,2014-06-14,2,0,1,1,0,0,0
4392,2014-06-15,6,0,4,0,0,0,0
4392,2014-06-16,13,0,1,0,0,0,0
4392,2014-06-17,0,0,0,0,0,0,0
4392,2014-06-18,0,0,0,0,0,0,0
4392,2014-06-19,2,0,2,0,0,0,0
4392,2014-06-20,0,0,0,0,0,0,0
4392,2014-06-21,0,0,0,0,0,0,0
4392,2014-06-22,0,0,0,0,0,0,0
4392,2014-06-23,0,0,0,0,0,0,0
4392,2014-06-24,5,0,1,0,0,0,0
4392,2014-06-25,0,0,0,0,0,0,0
4392,2014-06-26,24,0,2,0,0,0,0
4392,2014-06-27,0,0,0,0,0,0,0
4449,2014-05-29,0,0,0,0,0,0,0
4449,2014-05-30,0,0,0,0,0,0,0
4449,2014-05-31,11,7,14,6,0,6,1
4449,2014-06-01,30,2,10,6,0,7,0
4449,2014-06-02,0,0,0,0,0,0,0
4449,2014-06-03,0,0,0,0,0,0,0
4449,2014-06-04,0,0,0,0,0,0,0
4449,2014-06-05,0,0,0,0,0,0,0
4449,2014-06-06,0,0,0,0,0,0,0
4449,2014-06-07,0,0,0,0,0,0,0
4449,2014-06-08,50,0,8,0,38,4,0
4449,2014-06-09,56,2,9,1,40,7,0
4449,2014-06-10,19,0,2,0,0,4,0
4449,2014-06-11,18,0,16,1,0,2,0
4449,2014-06-12,0,0,0,0,0,0,0
4449,2014-06-13,0,0,0,0,0,0,0
4449,2014-06-14,27,2,4,0,56,1,0
4449,2014-06-15,10,5,2,0,54,0,0
4449,2014-06-16,0,0,0,0,0,0,0
4449,2014-06-17,0,0,0,0,0,0,0
4449,2014-06-18,0,0,0,0,0,0,0
4449,2014-06-19,0,0,0,0,0,0,0
4449,2014-06-20,0,0,0,0,0,0,0
4449,2014-06-21,0,0,0,0,0,0,0
4449,2014-06-22,29,6,3,1,104,0,0
4449,2014-06-23,0,0,0,0,0,0,0
4449,2014-06-24,0,0,0,0,0,0,0
4449,2014-06-25,0,0,0,0,0,0,0
4449,2014-06-26,0,0,0,0,0,0,0
4449,2014-06-27,0,0,0,0,0,0,0
4611,2014-05-29,0,0,0,0,0,0,0
4611,2014-05-30,0,0,0,0,0,0,0
4611,2014-05-31,0,0,0,0,0,0,0
4611,2014-06-01,0,0,0,0,0,0,0
4611,2014-06-02,0,0,0,0,0,0,0
4611,2014-06-03,0,0,0,0,0,0,0
4611,2014-06-04,0,0,0,0,0,0,0
4611,2014-06-05,0,0,0,0,0,0,0
4611,2014-06-06,0,0,0,0,0,0,0
4611,2014-06-07,0,0,0,0,0,0,0
4611,2014-06-08,0,0,0,0,0,0,0
4611,2014-06-09,3,0,1,2,0,2,0
4611,2014-06-10,0,0,0,0,0,0,0
4611,2014-06-11,0,0,0,0,0,0,0
4611,2014-06-12,0,0,0,0,0,0,0
4611,2014-06-13,0,0,0,0,0,0,0
4611,2014-06-14,0,0,0,0,0,0,0
4611,2014-06-15,0,0,0,0,0,0,0
4611,2014-06-16,0,0,0,0,0,0,0
4611,2014-06-17,0,0,0,0,0,0,0
4611,2014-06-18,0,0,0,0,0,0,0
4611,2014-06-19,0,0,0,0,0,0,0
4611,2014-06-20,0,0,0,0,0,0,0
4611,2014-06-21,0,0,0,0,0,0,0
4611,2014-06-22,0,0,0,0,0,0,0
4611,2014-06-23,0,0,0,0,0,0,0
4611,2014-06-24,0,0,0,0,0,0,0
4611,2014-06-25,0,0,0,0,0,0,0
4611,2014-06-26,0,0,0,0,0,0,0
4611,2014-06-27,0,0,0,0,0,0,0
4663,2014-05-29,29,11,9,11,2,6,0
4663,2014-05-30,0,0,0,0,0,0,0
4663,2014-05-31,0,0,0,0,0,0,0
4663,2014-06-01,0,0,0,0,0,0,0
4663,2014-06-02,17,0,1,9,0,5,0
4663,2014-06-03,0,0,0,0,0,0,0
4663,2014-06-04,0,0,0,0,0,0,0
4663,2014-06-05,0,0,0,0,0,0,0
4663,2014-06-06,2,0,1,1,0,0,0
4663,2014-06-07,0,0,0,0,0,0,0
4663,2014-06-08,0,0,0,0,0,0,0
4663,2014-06-09,14,0,1,7,0,3,0
4663,2014-06-10,0,0,0,0,0,0,0
4663,2014-06-11,0,0,0,0,0,0,0
4663,2014-06-12,0,0,0,0,0,0,0
4663,2014-06-13,0,0,0,0,0,0,0
4663,2014-06-14,0,0,0,0,0,0,0
4663,2014-06-15,0,0,0,0,0,0,0
4663,2014-06-16,18,0,1,9,0,6,0
4663,2014-06-17,0,0,0,0,0,0,0
4663,2014-06-18,0,0,0,0,0,0,0
4663,2014-06-19,0,0,0,0,0,0,0
4663,2014-06-20,0,0,0,0,0,0,0
4663,2014-06-21,0,0,0,0,0,0,0
4663,2014-06-22,0,0,0,0,0,0,0
4663,2014-06-23,0,0,0,0,0,0,0
4663,2014-06-24,0,0,0,0,0,0,0
4663,2014-06-25,0,0,0,0,0,0,0
4663,2014-06-26,0,0,0,0,0,0,0
4663,2014-06-27,0,0,0,0,0,0,0
4684,2014-05-29,0,0,0,0,0,0,0
4684,2014-05-30,0,0,0,0,0,0,0
4684,2014-05-31,0,0,0,0,0,0,0
4684,2014-06-01,0,0,0,0,0,0,0
4684,2014-06-02,0,0,0,0,0,0,0
4684,2014-06-03,0,0,0,0,0,0,0
4684,2014-06-04,0,0,0,0,0,0,0
4684,2014-06-05,0,0,0,0,0,0,0
4684,2014-06-06,5,21,5,3,4,3,0
4684,2014-06-07,0,0,0,0,0,0,0
4684,2014-06-08,0,0,0,0,0,0,0
4684,2014-06-09,2,0,1,1,0,0,0
4684,2014-06-10,0,0,0,0,0,0,0
4684,2014-06-11,0,0,0,0,0,0,0
4684,2014-06-12,0,0,0,0,0,0,0
4684,2014-06-13,0,0,0,0,0,0,0
4684,2014-06-14,0,0,0,0,0,0,0
4684,2014-06-15,0,0,0,0,0,0,0
4684,2014-06-16,0,0,0,0,0,0,0
