enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
13814,2013-12-02,0,0,0,0,0,0,0
13814,2013-12-03,0,0,0,0,0,0,0
13814,2013-12-04,0,0,0,0,0,0,0
13814,2013-12-05,0,0,0,0,0,0,0
13814,2013-12-06,8,0,3,4,0,2,0
13814,2013-12-07,0,0,0,0,0,0,0
13814,2013-12-08,0,0,0,0,0,0,0
13814,2013-12-09,0,0,0,0,0,0,0
13814,2013-12-10,0,0,0,0,0,0,0
13814,2013-12-11,0,0,0,0,0,0,0
13814,2013-12-12,0,0,0,0,0,0,0
13814,2013-12-13,0,0,0,0,0,0,0
13814,2013-12-14,0,0,0,0,0,0,0
13814,2013-12-15,0,0,0,0,0,0,0
13814,2013-12-16,0,0,0,0,0,0,0
13814,2013-12-17,0,0,0,0,0,0,0
13814,2013-12-18,0,0,0,0,0,0,0
13814,2013-12-19,0,0,0,0,0,0,0
13814,2013-12-20,0,0,0,0,0,0,0
13814,2013-12-21,0,0,0,0,0,0,0
13814,2013-12-22,0,0,0,0,0,0,0
13814,2013-12-23,0,0,0,0,0,0,0
13814,2013-12-24,0,0,0,0,0,0,0
13814,2013-12-25,0,0,0,0,0,0,0
13814,2013-12-26,0,0,0,0,0,0,0
13814,2013-12-27,0,0,0,0,0,0,0
13814,2013-12-28,0,0,0,0,0,0,0
13814,2013-12-29,0,0,0,0,0,0,0
13814,2013-12-30,0,0,0,0,0,0,0
13814,2013-12-31,0,0,0,0,0,0,0
13828,2013-12-02,82,0,20,49,0,10,0
13828,2013-12-03,2,0,0,1,0,0,0
13828,2013-12-04,5,2,1,2,0,1,0
13828,2013-12-05,0,0,0,0,0,0,0
13828,2013-12-06,0,12,3,0,0,0,1
13828,2013-12-07,0,0,0,0,0,0,0
13828,2013-12-08,5,0,1,0,0,0,0
13828,2013-12-09,8,0,1,0,0,0,0
13828,2013-12-10,5,8,1,3,0,1,0
13828,2013-12-11,12,0,3,7,0,4,0
13828,2013-12-12,3,0,1,2,0,1,0
13828,2013-12-13,0,0,0,0,0,0,0
13828,2013-12-14,0,0,0,0,0,0,0
13828,2013-12-15,0,0,0,0,0,0,0
13828,2013-12-16,9,0,1,4,0,5,0
13828,2013-12-17,15,0,2,4,0,4,0
13828,2013-12-18,0,0,0,0,0,0,0
13828,2013-12-19,7,2,1,3,0,2,0
13828,2013-12-20,0,0,0,0,0,0,0
13828,2013-12-21,0,0,0,0,0,0,0
13828,2013-12-22,0,0,0,0,0,0,0
13828,2013-12-23,2,1,5,1,0,0,0
13828,2013-12-24,0,0,0,0,0,0,0
13828,2013-12-25,0,0,0,0,0,0,0
13828,2013-12-26,12,0,3,9,0,2,0
13828,2013-12-27,0,0,0,0,0,0,0
13828,2013-12-28,0,0,0,0,0,0,0
13828,2013-12-29,0,0,0,0,0,0,0
13828,2013-12-30,0,0,0,0,0,0,0
13828,2013-12-31,0,0,0,0,0,0,0
13844,2013-12-02,0,0,0,0,0,0,0
13844,2013-12-03,0,0,0,0,0,0,0
13844,2013-12-04,0,0,0,0,0,0,0
13844,2013-12-05,0,0,0,0,0,0,0
13844,2013-12-06,31,20,10,10,32,9,0
13844,2013-12-07,0,0,0,0,0,0,0
13844,2013-12-08,0,0,0,0,0,0,0
13844,2013-12-09,0,0,0,0,0,0,0
13844,2013-12-10,0,0,0,0,0,0,0
13844,2013-12-11,13,5,8,5,12,3,1
13844,2013-12-12,0,0,0,0,0,0,0
13844,2013-12-13,0,0,0,0,0,0,0
13844,2013-12-14,0,0,0,0,0,0,0
13844,2013-12-15,0,0,0,0,0,0,0
13844,2013-12-16,0,0,0,0,0,0,0
13844,2013-12-17,0,0,0,0,0,0,0
13844,2013-12-18,0,0,0,0,0,0,0
13844,2013-12-19,0,0,0,0,0,0,0
13844,2013-12-20,0,0,0,0,0,0,0
13844,2013-12-21,0,0,0,0,0,0,0
13844,2013-12-22,0,0,0,0,0,0,0
13844,2013-12-23,0,0,0,0,0,0,0
13844,2013-12-24,0,0,0,0,0,0,0
13844,2013-12-25,0,0,0,0,0,0,0
13844,2013-12-26,0,0,0,0,0,0,0
13844,2013-12-27,0,0,0,0,0,0,0
13844,2013-12-28,1,0,2,1,0,1,0
13844,2013-12-29,0,0,0,0,0,0,0
13844,2013-12-30,0,0,0,0,0,0,0
13844,2013-12-31,0,0,0,0,0,0,0
13851,2013-12-02,0,0,0,0,0,0,0
13851,2013-12-03,0,0,0,0,0,0,0
13851,2013-12-04,0,0,0,0,0,0,0
13851,2013-12-05,0,0,0,0,0,0,0
13851,2013-12-06,2,0,3,0,0,0,0
13851,2013-12-07,0,0,0,0,0,0,0
13851,2013-12-08,0,0,0,0,0,0,0
13851,2013-12-09,0,0,0,0,0,0,0
13851,2013-12-10,0,0,0,0,0,0,0
13851,2013-12-11,0,0,0,0,0,0,0
13851,2013-12-12,0,0,0,0,0,0,0
13851,2013-12-13,0,0,0,0,0,0,0
13851,2013-12-14,0,0,0,0,0,0,0
13851,2013-12-15,0,0,0,0,0,0,0
13851,2013-12-16,0,0,0,0,0,0,0
13851,2013-12-17,0,0,0,0,0,0,0
13851,2013-12-18,0,0,0,0,0,0,0
13851,2013-12-19,0,0,0,0,0,0,0
13851,2013-12-20,0,0,0,0,0,0,0
13851,2013-12-21,0,0,0,0,0,0,0
13851,2013-12-22,0,0,0,0,0,0,0
13851,2013-12-23,0,0,0,0,0,0,0
13851,2013-12-24,0,0,0,0,0,0,0
13851,2013-12-25,0,0,0,0,0,0,0
13851,2013-12-26,0,0,0,0,0,0,0
13851,2013-12-27,0,0,0,0,0,0,0
13851,2013-12-28,0,0,0,0,0,0,0
13851,2013-12-29,0,0,0,0,0,0,0
13851,2013-12-30,0,0,0,0,0,0,0
13851,2013-12-31,0,0,0,0,0,0,0
13855,2013-12-02,0,0,0,0,0,0,0
13855,2013-12-03,0,0,0,0,0,0,0
