enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
1966,2013-12-11,0,0,0,0,0,0,0
1966,2013-12-12,0,0,0,0,0,0,0
1966,2013-12-13,0,0,0,0,0,0,0
1966,2013-12-14,0,0,0,0,0,0,0
1966,2013-12-15,0,0,0,0,0,0,0
1966,2013-12-16,0,0,0,0,0,0,0
1966,2013-12-17,0,0,0,0,0,0,0
1966,2013-12-18,0,0,0,0,0,0,0
1966,2013-12-19,0,0,0,0,0,0,0
1966,2013-12-20,0,0,0,0,0,0,0
1966,2013-12-21,0,0,0,0,0,0,0
1966,2013-12-22,0,0,0,0,0,0,0
1966,2013-12-23,0,0,0,0,0,0,0
1966,2013-12-24,0,0,0,0,0,0,0
1966,2013-12-25,0,0,0,0,0,0,0
1966,2013-12-26,0,0,0,0,0,0,0
1966,2013-12-27,0,0,0,0,0,0,0
1966,2013-12-28,0,0,0,0,0,0,0
1966,2013-12-29,0,0,0,0,0,0,0
1966,2013-12-30,0,0,0,0,0,0,0
1966,2013-12-31,0,0,0,0,0,0,0
1966,2014-01-01,0,0,0,0,0,0,0
1966,2014-01-02,0,0,0,0,0,0,0
1966,2014-01-03,0,0,2,0,0,0,0
1966,2014-01-04,0,0,0,0,0,0,0
1966,2014-01-05,21,3,6,8,12,5,1
1966,2014-01-06,5,0,1,4,0,1,0
1966,2014-01-07,0,0,0,0,0,0,0
1966,2014-01-08,0,0,0,0,0,0,0
1966,2014-01-09,19,0,5,6,0,3,0
1967,2013-12-11,64,39,18,39,0,32,0
1967,2013-12-12,24,4,11,14,0,5,0
1967,2013-12-13,0,0,0,0,0,0,0
1967,2013-12-14,0,0,0,0,0,0,0
1967,2013-12-15,0,0,0,0,0,0,0
1967,2013-12-16,0,0,0,0,0,0,0
1967,2013-12-17,4,0,2,2,0,0,0
1967,2013-12-18,4,0,1,2,0,1,0
1967,2013-12-19,21,0,5,9,0,2,0
1967,2013-12-20,0,0,0,0,0,0,0
1967,2013-12-21,0,0,0,0,0,0,0
1967,2013-12-22,0,0,0,0,0,0,0
1967,2013-12-23,0,0,0,0,0,0,0
1967,2013-12-24,2,0,1,1,0,0,0
1967,2013-12-25,18,2,2,9,3,2,0
1967,2013-12-26,14,0,7,5,0,4,0
1967,2013-12-27,0,0,0,0,0,0,0
1967,2013-12-28,0,0,0,0,0,0,0
1967,2013-12-29,0,0,0,0,0,0,0
1967,2013-12-30,16,0,1,9,0,2,0
1967,2013-12-31,0,0,0,0,0,0,0
1967,2014-01-01,0,0,0,0,0,0,0
1967,2014-01-02,0,0,0,0,0,0,0
1967,2014-01-03,0,0,0,0,0,0,0
1967,2014-01-04,0,0,0,0,0,0,0
1967,2014-01-05,0,0,0,0,0,0,0
1967,2014-01-06,5,0,5,3,0,0,0
1967,2014-01-07,0,0,0,0,0,0,0
1967,2014-01-08,13,4,6,7,0,0,0
1967,2014-01-09,0,0,0,0,0,0,0
1971,2013-12-11,0,0,0,0,0,0,0
1971,2013-12-12,0,0,0,0,0,0,0
1971,2013-12-13,0,0,0,0,0,0,0
1971,2013-12-14,0,0,2,0,0,0,0
1971,2013-12-15,0,0,0,0,0,0,0
1971,2013-12-16,0,0,0,0,0,0,0
1971,2013-12-17,0,0,0,0,0,0,0
1971,2013-12-18,0,0,0,0,0,0,0
1971,2013-12-19,0,0,0,0,0,0,0
1971,2013-12-20,0,0,0,0,0,0,0
1971,2013-12-21,0,0,0,0,0,0,0
1971,2013-12-22,0,0,0,0,0,0,0
1971,2013-12-23,0,0,0,0,0,0,0
1971,2013-12-24,0,0,0,0,0,0,0
1971,2013-12-25,0,0,0,0,0,0,0
1971,2013-12-26,0,0,0,0,0,0,0
1971,2013-12-27,0,0,0,0,0,0,0
1971,2013-12-28,0,0,1,0,0,0,0
1971,2013-12-29,0,0,0,0,0,0,0
1971,2013-12-30,0,0,0,0,0,0,0
1971,2013-12-31,0,0,0,0,0,0,0
1971,2014-01-01,2,0,2,1,0,1,0
1971,2014-01-02,0,0,0,0,0,0,0
1971,2014-01-03,0,0,0,0,0,0,0
1971,2014-01-04,0,0,0,0,0,0,0
1971,2014-01-05,0,0,0,0,0,0,0
1971,2014-01-06,2,0,1,0,0,0,0
1971,2014-01-07,0,0,0,0,0,0,0
1971,2014-01-08,0,0,0,0,0,0,0
1971,2014-01-09,0,0,0,0,0,0,0
2007,2013-12-11,9,27,5,6,0,3,0
2007,2013-12-12,3,0,1,2,0,0,0
2007,2013-12-13,6,0,1,1,1,0,0
2007,2013-12-14,13,0,1,1,13,3,0
2007,2013-12-15,0,0,0,0,0,0,0
2007,2013-12-16,22,7,2,1,0,4,0
2007,2013-12-17,0,0,0,0,0,0,0
2007,2013-12-18,0,0,0,0,0,0,0
2007,2013-12-19,0,0,0,0,0,0,0
2007,2013-12-20,2,0,3,0,0,0,0
2007,2013-12-21,0,0,0,0,0,0,0
2007,2013-12-22,0,0,0,0,0,0,0
2007,2013-12-23,0,0,0,0,0,0,0
2007,2013-12-24,4,0,1,0,0,0,0
2007,2013-12-25,9,0,1,1,0,5,0
2007,2013-12-26,0,0,0,0,0,0,0
2007,2013-12-27,0,0,0,0,0,0,0
2007,2013-12-28,0,0,0,0,0,0,0
2007,2013-12-29,0,0,0,0,0,0,0
2007,2013-12-30,0,0,0,0,0,0,0
2007,2013-12-31,0,0,0,0,0,0,0
2007,2014-01-01,0,0,0,0,0,0,0
2007,2014-01-02,18,2,6,10,0,8,1
2007,2014-01-03,0,0,0,0,0,0,0
2007,2014-01-04,13,0,2,9,4,2,0
2007,2014-01-05,14,0,2,8,5,5,0
2007,2014-01-06,0,0,0,0,0,0,0
2007,2014-01-07,23,0,2,12,10,7,0
2007,2014-01-08,9,0,1,5,5,2,0
2007,2014-01-09,0,0,0,0,0,0,0
2010,2013-12-11,0,0,0,0,0,0,0
2010,2013-12-12,0,0,0,0,0,0,0
2010,2013-12-13,0,0,0,0,0,0,0
2010,2013-12-14,0,0,0,0,0,0,0
2010,2013-12-15,0,0,0,0,0,0,0
2010,2013-12-16,0,0,0,0,0,0,0
2010,2013-12-17,0,0,0,0,0,0,0
2010,2013-12-18,0,0,0,0,0,0,0
2010,2013-12-19,0,0,0,0,0,0,0
2010,2013-12-20,0,0,0,0,0,0,0
2010,2013-12-21,0,0,0,0,0,0,0
2010,2013-12-22,0,0,0,0,0,0,0
2010,2013-12-23,0,0,0,0,0,0,0
2010,2013-12-24,0,0,0,0,0,0,0
2010,2013-12-25,0,0,0,0,0,0,0
2010,2013-12-26,0,0,0,0,0,0,0
2010,2013-12-27,0,0,0,0,0,0,0
2010,2013-12-28,0,0,0,0,0,0,0
2010,2013-12-29,0,0,0,0,0,0,0
2010,2013-12-30,0,0,0,0,0,0,0
2010,2013-12-31,0,0,0,0,0,0,0
2010,2014-01-01,0,0,0,0,0,0,0
2010,2014-01-02,0,0,0,0,0,0,0
2010,2014-01-03,0,0,0,0,0,0,0
2010,2014-01-04,0,0,0,0,0,0,0
2010,2014-01-05,0,0,0,0,0,0,0
2010,2014-01-06,21,9,5,8,6,3,0
2010,2014-01-07,16,3,2,10,4,5,0
2010,2014-01-08,7,0,1,4,8,2,0
2010,2014-01-09,0,0,0,0,0,0,0
2020,2013-12-11,0,0,0,0,0,0,0
2020,2013-12-12,0,0,0,0,0,0,0
2020,2013-12-13,0,0,0,0,0,0,0
2020,2013-12-14,0,0,0,0,0,0,0
2020,2013-12-15,0,0,0,0,0,0,0
2020,2013-12-16,0,0,0,0,0,0,0
2020,2013-12-17,0,0,0,0,0,0,0
2020,2013-12-18,0,0,0,0,0,0,0
2020,2013-12-19,0,0,0,0,0,0,0
2020,2013-12-20,0,0,0,0,0,0,0
2020,2013-12-21,0,0,0,0,0,0,0
2020,2013-12-22,0,0,0,0,0,0,0
2020,2013-12-23,0,0,0,0,0,0,0
2020,2013-12-24,0,0,0,0,0,0,0
2020,2013-12-25,0,0,0,0,0,0,0
2020,2013-12-26,0,0,0,0,0,0,0
