enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
13,2014-06-09,0,0,0,0,0,0,0
13,2014-06-10,0,0,0,0,0,0,0
13,2014-06-11,0,0,0,0,0,0,0
13,2014-06-12,3,0,2,2,0,2,0
13,2014-06-13,0,0,0,0,0,0,0
13,2014-06-14,15,0,1,5,0,13,0
13,2014-06-15,0,0,0,0,0,0,0
13,2014-06-16,0,0,0,0,0,0,0
13,2014-06-17,0,0,0,0,0,0,0
13,2014-06-18,0,0,0,0,0,0,0
13,2014-06-19,0,0,0,0,0,0,0
13,2014-06-20,0,0,0,0,0,0,0
13,2014-06-21,0,0,0,0,0,0,0
13,2014-06-22,0,0,0,0,0,0,0
13,2014-06-23,0,0,0,0,0,0,0
13,2014-06-24,0,0,0,0,0,0,0
13,2014-06-25,0,0,0,0,0,0,0
13,2014-06-26,0,0,0,0,0,0,0
13,2014-06-27,0,0,0,0,0,0,0
13,2014-06-28,0,0,0,0,0,0,0
13,2014-06-29,18,4,2,10,6,9,0
13,2014-06-30,0,0,0,0,0,0,0
13,2014-07-01,31,0,4,2,16,11,0
13,2014-07-02,27,0,2,2,32,11,0
13,2014-07-03,76,0,1,2,76,18,0
13,2014-07-04,18,0,2,2,20,5,0
13,2014-07-05,12,0,1,0,0,0,0
13,2014-07-06,0,0,0,0,0,0,0
13,2014-07-07,0,0,0,0,0,0,0
13,2014-07-08,0,0,0,0,0,0,0
51,2014-06-09,12,11,11,7,0,3,0
51,2014-06-10,0,0,0,0,0,0,0
51,2014-06-11,21,10,7,6,4,3,0
51,2014-06-12,7,5,1,4,0,1,0
51,2014-06-13,4,16,3,0,0,0,0
51,2014-06-14,0,5,1,0,0,0,0
51,2014-06-15,0,0,0,0,0,0,0
51,2014-06-16,8,0,1,1,0,3,0
51,2014-06-17,75,0,3,35,0,56,0
51,2014-06-18,38,18,3,17,0,15,0
51,2014-06-19,0,0,0,0,0,0,0
51,2014-06-20,16,7,1,8,0,10,0
51,2014-06-21,27,11,1,15,0,13,0
51,2014-06-22,22,2,3,16,0,4,0
51,2014-06-23,13,7,1,5,0,5,0
51,2014-06-24,42,5,2,25,0,27,0
51,2014-06-25,20,3,1,8,0,2,0
51,2014-06-26,7,6,1,3,2,0,0
51,2014-06-27,34,6,6,23,0,21,0
51,2014-06-28,7,5,3,2,0,0,0
51,2014-06-29,0,0,1,0,0,0,0
51,2014-06-30,24,0,3,10,0,8,0
51,2014-07-01,5,5,1,1,0,1,0
51,2014-07-02,0,6,3,0,0,0,0
51,2014-07-03,4,0,1,1,0,1,0
51,2014-07-04,14,14,3,9,0,7,0
51,2014-07-05,0,0,0,0,0,0,0
51,2014-07-06,10,16,2,5,0,0,0
51,2014-07-07,92,3,5,30,0,37,0
51,2014-07-08,18,14,3,6,0,12,0
114,2014-06-09,0,0,0,0,0,0,0
114,2014-06-10,0,0,0,0,0,0,0
114,2014-06-11,0,0,0,0,0,0,0
114,2014-06-12,0,0,0,0,0,0,0
114,2014-06-13,0,0,0,0,0,0,0
114,2014-06-14,0,0,0,0,0,0,0
114,2014-06-15,0,0,0,0,0,0,0
114,2014-06-16,0,0,0,0,0,0,0
114,2014-06-17,0,0,0,0,0,0,0
114,2014-06-18,0,0,0,0,0,0,0
114,2014-06-19,0,0,0,0,0,0,0
114,2014-06-20,0,0,0,0,0,0,0
114,2014-06-21,0,0,0,0,0,0,0
114,2014-06-22,0,0,0,0,0,0,0
114,2014-06-23,0,0,0,0,0,0,0
114,2014-06-24,0,0,0,0,0,0,0
114,2014-06-25,0,0,0,0,0,0,0
114,2014-06-26,0,0,0,0,0,0,0
114,2014-06-27,0,0,0,0,0,0,0
114,2014-06-28,0,0,0,0,0,0,0
114,2014-06-29,0,0,0,0,0,0,0
114,2014-06-30,0,0,0,0,0,0,0
114,2014-07-01,0,0,0,0,0,0,0
114,2014-07-02,1,0,5,1,0,0,0
114,2014-07-03,0,0,0,0,0,0,0
114,2014-07-04,0,0,0,0,0,0,0
