enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
4444,2014-05-28,9,5,4,4,0,2,1
4444,2014-05-29,5,0,2,2,0,1,0
4444,2014-05-30,0,0,0,0,0,0,0
4444,2014-05-31,2,0,1,1,0,0,0
4444,2014-06-01,3,0,1,1,0,0,0
4444,2014-06-02,2,4,2,1,0,0,0
4444,2014-06-03,3,0,1,2,0,1,0
4444,2014-06-04,42,7,4,15,22,9,0
4444,2014-06-05,0,0,0,0,0,0,0
4444,2014-06-06,0,0,0,0,0,0,0
4444,2014-06-07,0,0,0,0,0,0,0
4444,2014-06-08,57,6,2,18,24,14,0
4444,2014-06-09,4,0,2,2,0,0,0
4444,2014-06-10,11,1,5,4,0,0,2
4444,2014-06-11,12,0,2,4,4,2,0
4444,2014-06-12,7,0,1,3,4,2,0
4444,2014-06-13,2,3,1,1,0,0,0
4444,2014-06-14,0,0,0,0,0,0,0
4444,2014-06-15,0,0,0,0,0,0,0
4444,2014-06-16,9,0,3,5,6,3,0
4444,2014-06-17,0,0,0,0,0,0,0
4444,2014-06-18,2,0,1,1,0,0,0
4444,2014-06-19,0,0,0,0,0,0,0
4444,2014-06-20,0,0,0,0,0,0,0
4444,2014-06-21,0,0,0,0,0,0,0
4444,2014-06-22,2,0,1,1,0,0,0
4444,2014-06-23,2,0,1,1,0,0,0
4444,2014-06-24,0,0,0,0,0,0,0
4444,2014-06-25,0,0,0,0,0,0,0
4444,2014-06-26,0,0,0,0,0,0,0
5616,2014-05-28,0,0,0,0,0,0,0
5616,2014-05-29,44,1,14,19,0,7,0
5616,2014-05-30,36,21,1,23,0,7,0
5616,2014-05-31,0,0,0,0,0,0,0
5616,2014-06-01,0,0,0,0,0,0,0
5616,2014-06-02,0,0,0,0,0,0,0
5616,2014-06-03,15,25,3,7,0,2,1
5616,2014-06-04,0,0,0,0,0,0,0
5616,2014-06-05,0,0,0,0,0,0,0
5616,2014-06-06,0,0,0,0,0,0,0
5616,2014-06-07,0,0,0,0,0,0,0
5616,2014-06-08,0,0,0,0,0,0,0
5616,2014-06-09,4,25,1,2,0,0,0
5616,2014-06-10,0,0,0,0,0,0,0
5616,2014-06-11,4,14,2,1,0,0,0
5616,2014-06-12,0,0,0,0,0,0,0
5616,2014-06-13,3,8,4,2,0,0,6
5616,2014-06-14,0,0,0,0,0,0,0
5616,2014-06-15,0,0,0,0,0,0,0
5616,2014-06-16,16,25,1,6,2,0,0
5616,2014-06-17,2,1,0,1,0,0,0
5616,2014-06-18,0,0,0,0,0,0,0
5616,2014-06-19,2,9,1,1,0,0,0
5616,2014-06-20,0,0,0,0,0,0,0
5616,2014-06-21,4,6,0,2,0,0,0
5616,2014-06-22,0,0,0,0,0,0,0
5616,2014-06-23,8,10,1,0,0,0,0
5616,2014-06-24,0,0,0,0,0,0,0
5616,2014-06-25,2,8,0,0,0,0,0
5616,2014-06-26,0,0,0,0,0,0,0
5676,2014-05-28,0,0,0,0,0,0,0
5676,2014-05-29,0,0,0,0,0,0,0
5676,2014-05-30,0,0,0,0,0,0,0
5676,2014-05-31,0,0,0,0,0,0,0
5676,2014-06-01,0,0,0,0,0,0,0
5676,2014-06-02,0,0,0,0,0,0,0
5676,2014-06-03,0,0,0,0,0,0,0
5676,2014-06-04,0,0,0,0,0,0,0
5676,2014-06-05,0,0,0,0,0,0,0
5676,2014-06-06,0,0,0,0,0,0,0
5676,2014-06-07,0,0,1,0,0,0,0
5676,2014-06-08,0,0,0,0,0,0,0
5676,2014-06-09,2,0,1,1,0,1,0
