enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
4187,2014-05-20,0,0,0,0,0,0,0
4187,2014-05-21,0,0,0,0,0,0,0
4187,2014-05-22,0,0,0,0,0,0,0
4187,2014-05-23,0,0,0,0,0,0,0
4187,2014-05-24,0,0,0,0,0,0,0
4187,2014-05-25,0,0,0,0,0,0,0
4187,2014-05-26,0,0,0,0,0,0,0
4187,2014-05-27,0,0,0,0,0,0,0
4187,2014-05-28,0,0,0,0,0,0,0
4187,2014-05-29,18,0,1,5,0,7,0
4187,2014-05-30,0,0,0,0,0,0,0
4187,2014-05-31,0,0,0,0,0,0,0
4187,2014-06-01,0,0,0,0,0,0,0
4187,2014-06-02,8,0,0,6,6,7,0
4187,2014-06-03,0,0,0,0,0,0,0
4187,2014-06-04,0,0,0,0,0,0,0
4187,2014-06-05,0,0,0,0,0,0,0
4187,2014-06-06,0,0,10,0,0,0,0
4187,2014-06-07,0,0,0,0,0,0,0
4187,2014-06-08,0,0,0,0,0,0,0
4187,2014-06-09,0,0,4,0,0,0,0
4187,2014-06-10,0,0,0,0,0,0,0
4187,2014-06-11,0,0,0,0,0,0,0
4187,2014-06-12,0,0,0,0,0,0,0
4187,2014-06-13,0,0,0,0,0,0,0
4187,2014-06-14,0,0,0,0,0,0,0
4187,2014-06-15,0,0,0,0,0,0,0
4187,2014-06-16,0,0,0,0,0,0,0
4187,2014-06-17,0,0,0,0,0,0,0
4187,2014-06-18,2,0,5,1,0,0,0
4221,2014-05-20,0,0,0,0,0,0,0
4221,2014-05-21,0,0,0,0,0,0,0
4221,2014-05-22,0,0,0,0,0,0,0
4221,2014-05-23,0,0,4,0,0,0,0
4221,2014-05-24,48,4,8,29,0,11,1
4221,2014-05-25,5,0,1,3,0,1,0
4221,2014-05-26,0,0,1,1,0,0,0
4221,2014-05-27,11,0,1,1,4,8,0
4221,2014-05-28,0,0,0,0,0,0,0
4221,2014-05-29,0,0,0,0,0,0,0
4221,2014-05-30,0,0,0,0,0,0,0
4221,2014-05-31,0,0,0,0,0,0,0
4221,2014-06-01,0,0,0,0,0,0,0
4221,2014-06-02,0,0,0,0,0,0,0
4221,2014-06-03,4,0,2,2,0,2,0
4221,2014-06-04,0,0,0,0,0,0,0
4221,2014-06-05,0,0,0,0,0,0,0
4221,2014-06-06,12,8,1,2,3,7,0
4221,2014-06-07,0,0,0,0,0,0,0
4221,2014-06-08,18,8,2,11,0,5,0
4221,2014-06-09,33,18,5,14,7,16,14
4221,2014-06-10,0,0,0,0,0,0,0
4221,2014-06-11,0,0,0,0,0,0,0
4221,2014-06-12,0,0,0,0,0,0,0
4221,2014-06-13,0,0,0,0,0,0,0
