enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
4185,2014-05-29,0,0,0,0,0,0,0
4185,2014-05-30,2,1,2,0,0,0,1
4185,2014-05-31,4,0,2,2,0,0,0
4185,2014-06-01,0,0,0,0,0,0,0
4185,2014-06-02,3,0,1,2,0,0,0
4185,2014-06-03,0,0,0,0,0,0,0
4185,2014-06-04,0,0,0,0,0,0,0
4185,2014-06-05,0,0,0,0,0,0,0
4185,2014-06-06,0,0,0,0,0,0,0
4185,2014-06-07,2,0,4,1,0,0,0
4185,2014-06-08,12,0,2,5,4,1,0
4185,2014-06-09,27,0,1,14,27,24,0
4185,2014-06-10,0,0,0,0,0,0,0
4185,2014-06-11,3,0,1,1,0,0,0
4185,2014-06-12,0,0,0,0,0,0,0
4185,2014-06-13,0,0,0,0,0,0,0
4185,2014-06-14,22,4,1,12,16,10,0
4185,2014-06-15,20,5,1,9,26,9,0
4185,2014-06-16,0,0,0,0,0,0,0
4185,2014-06-17,0,0,0,0,0,0,0
4185,2014-06-18,0,0,0,0,0,0,0
4185,2014-06-19,0,0,0,0,0,0,0
4185,2014-06-20,2,0,1,1,0,0,0
4185,2014-06-21,24,0,3,9,16,13,0
4185,2014-06-22,0,0,0,0,0,0,0
4185,2014-06-23,0,0,0,0,0,0,0
4185,2014-06-24,0,0,0,0,0,0,0
4185,2014-06-25,0,0,0,0,0,0,0
4185,2014-06-26,5,0,2,3,0,0,0
4185,2014-06-27,0,0,0,0,0,0,0
4208,2014-05-29,0,0,0,0,0,0,0
4208,2014-05-30,0,0,0,0,0,0,0
4208,2014-05-31,37,1,1,19,0,34,0
4208,2014-06-01,0,0,0,0,0,0,0
4208,2014-06-02,0,0,0,0,0,0,0
4208,2014-06-03,0,0,0,0,0,0,0
4208,2014-06-04,0,0,0,0,0,0,0
4208,2014-06-05,0,0,0,0,0,0,0
4208,2014-06-06,0,0,0,0,0,0,0
4208,2014-06-07,0,0,0,0,0,0,0
4208,2014-06-08,27,0,2,14,29,14,0
4208,2014-06-09,10,0,1,6,7,5,0
4208,2014-06-10,0,0,0,0,0,0,0
4208,2014-06-11,0,0,0,0,0,0,0
4208,2014-06-12,0,0,0,0,0,0,0
4208,2014-06-13,0,0,0,0,0,0,0
4208,2014-06-14,0,0,0,0,0,0,0
4208,2014-06-15,0,0,0,0,0,0,0
4208,2014-06-16,0,0,0,0,0,0,0
4208,2014-06-17,0,0,0,0,0,0,0
4208,2014-06-18,0,0,0,0,0,0,0
4208,2014-06-19,0,0,0,0,0,0,0
4208,2014-06-20,0,0,0,0,0,0,0
4208,2014-06-21,0,0,0,0,0,0,0
4208,2014-06-22,0,0,0,0,0,0,0
4208,2014-06-23,0,0,0,0,0,0,0
4208,2014-06-24,40,0,4,17,61,12,0
4208,2014-06-25,0,0,0,0,0,0,0
4208,2014-06-26,0,0,0,0,0,0,0
4208,2014-06-27,0,0,0,0,0,0,0
4226,2014-05-29,0,0,0,0,0,0,0
4226,2014-05-30,0,0,0,0,0,0,0
4226,2014-05-31,0,0,0,0,0,0,0
4226,2014-06-01,0,0,0,0,0,0,0
4226,2014-06-02,0,0,0,0,0,0,0
4226,2014-06-03,0,0,1,0,0,0,0
4226,2014-06-04,0,0,0,0,0,0,0
4226,2014-06-05,0,0,0,0,0,0,0
4226,2014-06-06,0,0,0,0,0,0,0
4226,2014-06-07,7,0,1,4,0,6,0
4226,2014-06-08,0,0,0,0,0,0,0
4226,2014-06-09,6,0,4,2,0,1,0
4226,2014-06-10,6,0,0,2,0,7,0
4226,2014-06-11,0,0,0,0,0,0,0
4226,2014-06-12,0,0,0,0,0,0,0
4226,2014-06-13,0,0,0,0,0,0,0
4226,2014-06-14,0,0,0,0,0,0,0
4226,2014-06-15,5,0,2,3,0,2,0
4226,2014-06-16,0,0,0,0,0,0,0
4226,2014-06-17,0,0,0,0,0,0,0
4226,2014-06-18,0,0,0,0,0,0,0
4226,2014-06-19,0,0,0,0,0,0,0
4226,2014-06-20,0,0,0,0,0,0,0
4226,2014-06-21,0,0,0,0,0,0,0
4226,2014-06-22,0,0,0,0,0,0,0
4226,2014-06-23,0,0,0,0,0,0,0
4226,2014-06-24,0,0,0,0,0,0,0
4226,2014-06-25,0,0,0,0,0,0,0
4226,2014-06-26,0,0,0,0,0,0,0
4226,2014-06-27,0,0,0,0,0,0,0
4231,2014-05-29,0,0,0,0,0,0,0
4231,2014-05-30,12,0,2,9,0,6,0
