enrollment_id,time,event_access,event_discussion,event_navigate,event_page_close,event_problem,event_video,event_wiki
4353,2014-05-25,0,0,3,0,0,0,0
4353,2014-05-26,38,5,12,4,0,1,0
4353,2014-05-27,37,22,20,2,0,8,2
4353,2014-05-28,49,26,18,10,6,8,0
4353,2014-05-29,1,8,3,0,0,0,0
4353,2014-05-30,2,0,2,1,0,0,0
4353,2014-05-31,3,0,1,1,0,1,0
4353,2014-06-01,0,0,3,0,0,0,0
4353,2014-06-02,39,0,6,2,0,13,0
4353,2014-06-03,19,3,2,1,0,5,0
4353,2014-06-04,11,0,2,0,0,3,0
4353,2014-06-05,1,0,0,0,0,0,0
4353,2014-06-06,0,0,1,0,0,0,0
4353,2014-06-07,7,0,1,1,0,4,0
4353,2014-06-08,34,2,5,2,0,9,0
4353,2014-06-09,6,0,4,0,0,0,0
4353,2014-06-10,0,0,0,0,0,0,0
4353,2014-06-11,0,0,0,0,0,0,0
4353,2014-06-12,0,0,0,0,0,0,0
4353,2014-06-13,0,0,0,0,0,0,0
4353,2014-06-14,0,0,2,0,0,0,0
4353,2014-06-15,0,0,0,0,0,0,0
4353,2014-06-16,25,0,4,3,10,6,0
4353,2014-06-17,26,0,3,2,0,9,0
4353,2014-06-18,0,0,0,0,0,0,0
4353,2014-06-19,0,0,0,0,0,0,0
4353,2014-06-20,0,0,0,0,0,0,0
4353,2014-06-21,0,0,0,0,0,0,0
4353,2014-06-22,0,0,0,0,0,0,0
4353,2014-06-23,25,0,5,1,0,4,0
4382,2014-05-25,0,0,0,0,0,0,0
4382,2014-05-26,0,0,0,0,0,0,0
4382,2014-05-27,8,33,0,4,0,1,0
4382,2014-05-28,0,0,0,0,0,0,0
4382,2014-05-29,0,0,0,0,0,0,0
4382,2014-05-30,0,0,0,0,0,0,0
4382,2014-05-31,0,0,0,0,0,0,0
4382,2014-06-01,0,6,1,0,0,0,0
4382,2014-06-02,0,0,0,0,0,0,0
4382,2014-06-03,0,0,0,0,0,0,0
4382,2014-06-04,0,0,0,0,0,0,0
4382,2014-06-05,0,0,0,0,0,0,0
